id,work_year,experience_level,employment_type,job_title,salary_currency,employee_residence,remote_ratio,company_location,company_size,salary
14042,2024.0,SE,FT,Applied Scientist,USD,US,0.0,,M,250200
14043,2024.0,,FT,Software Engineer,USD,US,,US,M,250000
14044,2023.0,MI,,Data Engineer,USD,US,0.0,US,M,133000
14045,2024.0,SE,FT,Data Architect,USD,US,0.0,US,M,184000
14046,2024.0,,FT,Engineer,USD,US,0.0,US,M,193000
14047,2024.0,MI,FT,Data Specialist,USD,CA,2.0,,M,90600
14050,2024.0,SE,FT,Machine Learning Engineer,USD,US,2.0,US,M,266000
14051,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,,133800
14052,2024.0,EN,FT,Business Intelligence Analyst,USD,,0.0,US,M,53000
14053,2024.0,MI,FT,Data Engineer,USD,US,0.0,US,,95000
14054,2024.0,SE,FT,Engineer,USD,US,0.0,,M,267100
14055,,MI,,AI Product Manager,USD,CA,0.0,CA,,282000
14056,2024.0,SE,FT,Research Scientist,USD,US,0.0,US,M,117000
14057,2023.0,SE,FT,Data Engineer,USD,US,2.0,US,M,108000
14058,2024.0,MI,FT,Research Scientist,USD,US,0.0,US,M,117000
14059,,SE,FT,Software Engineer,USD,,,US,M,252000
14060,2024.0,,FT,Machine Learning Engineer,USD,US,0.0,US,M,222634
14061,2024.0,,FT,Data Scientist,USD,US,0.0,US,,75000
14062,2024.0,SE,FT,Data Analyst,USD,US,0.0,,M,150000
14063,2024.0,MI,,Data Scientist,USD,US,,,M,223000
14064,,,,Manager,USD,US,0.0,,M,166000
14065,2023.0,SE,,Data Engineer,USD,US,,US,M,282000
14066,,EX,FT,Product Manager,USD,US,0.0,,M,245400
14068,,MI,FT,Data Analyst,GBP,GB,,GB,M,67672
14069,2024.0,EN,FT,MLOps Engineer,USD,US,0.0,,M,160000
14070,,,FT,Data Engineer,USD,US,0.0,,M,85000
14071,2024.0,SE,FT,Data Scientist,USD,US,0.0,US,,145215
14072,2024.0,SE,FT,Data Engineer,USD,,0.0,US,M,160000
14073,2024.0,MI,FT,Software Engineer,USD,US,0.0,US,M,178360
14075,,EN,,Business Intelligence Analyst,USD,US,,US,M,87400
14076,2024.0,SE,FT,Data Scientist,USD,US,0.0,US,M,121400
14078,2024.0,EN,FT,Engineer,USD,US,0.0,US,,130000
14079,2023.0,MI,FT,Data Engineer,USD,,0.0,US,M,123500
14080,2024.0,,FT,Data Scientist,USD,US,2.0,US,M,100000
14081,2023.0,SE,FT,Data Engineer,USD,US,0.0,US,M,146000
14082,2024.0,MI,,Data Engineer,USD,US,0.0,US,M,179900
14084,2024.0,MI,,Data Scientist,USD,US,,US,M,116000
14085,2024.0,,FT,Engineer,USD,US,0.0,US,M,104000
14086,2024.0,MI,FT,Research Scientist,USD,US,0.0,US,M,143100
14087,2022.0,SE,FT,Data Scientist,USD,US,2.0,,M,141525
14088,2024.0,SE,FT,Data Analyst,USD,,,US,M,120000
14089,2024.0,SE,,Data Scientist,GBP,GB,,,M,50000
14090,2024.0,SE,,Software Engineer,USD,,,US,M,185000
14093,2024.0,SE,FT,Engineer,USD,,2.0,CA,M,172150
14094,2024.0,,FT,Machine Learning Modeler,USD,,0.0,CA,,207700
14095,2024.0,SE,FT,Data Analyst,USD,US,,US,M,140000
14096,2022.0,SE,FT,Data Scientist,USD,US,0.0,US,M,185900
14097,,,,Applied Scientist,USD,US,0.0,US,L,260000
14099,2024.0,SE,FT,Data Scientist,USD,US,0.0,US,M,168000
14101,2024.0,MI,FT,Data Specialist,USD,,0.0,US,M,50470
14102,2024.0,SE,FT,Data Manager,USD,,0.0,,M,131200
14103,2024.0,,FT,Software Engineer,USD,US,0.0,US,M,256500
14104,2024.0,MI,FT,Business Intelligence Manager,USD,US,2.0,US,,117000
14105,2024.0,MI,FT,Data Governance Analyst,USD,US,0.0,US,M,87607
14106,2024.0,MI,,Data Engineer,USD,US,0.0,US,M,469000
14107,2023.0,SE,FT,Machine Learning Engineer,USD,,0.0,US,,127600
14108,2024.0,EN,FT,Data Visualization Analyst,USD,US,0.0,,,137000
14109,2024.0,EX,FT,Robotics Software Engineer,USD,US,,US,M,252000
14111,2024.0,SE,FT,Software Engineer,USD,US,,US,M,200000
14113,2024.0,SE,,Software Engineer,USD,US,2.0,US,M,339250
14114,2024.0,SE,FT,DataOps Engineer,USD,US,2.0,,M,170640
14115,2024.0,,FT,Data Engineer,USD,US,2.0,US,M,185000
14116,2021.0,SE,FT,Data Analyst,USD,US,2.0,US,L,200000
14118,,EX,,Head of Data,USD,US,0.0,,M,367000
14120,,SE,,Business Intelligence Developer,USD,,0.0,,M,78500
14122,2024.0,SE,FT,Data Analyst,USD,US,0.0,US,,140000
14123,,SE,FT,Software Engineer,USD,US,,US,M,150000
14124,,SE,FT,Data Analyst,USD,US,0.0,,M,72700
14125,2024.0,SE,,Data Engineer,USD,CA,2.0,CA,,130000
14126,2024.0,SE,FT,Machine Learning Engineer,USD,US,0.0,,M,257000
14127,2024.0,SE,FT,Data Engineer,USD,,0.0,,M,157250
14128,2024.0,,FT,Data Engineer,USD,US,2.0,US,M,103500
14132,2024.0,SE,FT,Manager,USD,US,0.0,US,M,130000
14133,2024.0,SE,FT,Data Scientist,USD,,0.0,US,M,240000
14134,2024.0,MI,FT,Associate,USD,US,,US,,213400
14135,2024.0,SE,FT,Data Scientist,USD,,2.0,US,M,161100
14136,,SE,FT,Data Analyst,GBP,GB,,GB,M,125000
14137,2024.0,SE,FT,Machine Learning Engineer,USD,US,0.0,US,M,135400
14138,2024.0,MI,FT,Software Engineer,USD,US,0.0,US,M,200200
14139,2024.0,EN,FT,Developer,USD,US,0.0,US,M,60000
14141,2024.0,SE,FT,Data Scientist,USD,US,2.0,US,,104800
14142,2023.0,,,Data Scientist,USD,US,0.0,US,M,126500
14143,2024.0,MI,FT,Machine Learning Engineer,USD,US,2.0,US,M,192000
14145,2024.0,SE,FT,Solution Architect,USD,US,,US,M,92592
14146,2024.0,SE,FT,Software Engineer,USD,US,0.0,US,,207800
14148,2024.0,SE,FT,Product Manager,USD,,,US,M,393300
14149,2024.0,MI,,Associate,USD,US,0.0,,M,46736
14150,2024.0,,FT,Data Scientist,USD,,2.0,US,M,170000
14151,2024.0,,FT,Data Architect,USD,,0.0,US,,186000
14153,,SE,FT,Machine Learning Engineer,USD,,2.0,,M,303400
14154,,MI,FT,Engineer,USD,US,0.0,US,M,200200
14155,2024.0,EN,FT,Machine Learning Engineer,USD,,0.0,US,M,112000
14156,,,FT,Data Scientist,USD,US,0.0,US,,120000
14157,,SE,FT,Data Analyst,USD,US,0.0,US,M,95000
14159,2024.0,SE,FT,Data Manager,USD,US,0.0,US,M,163000
14160,2023.0,,FT,Data Engineer,USD,,0.0,US,M,150000
14162,2024.0,SE,FT,Engineer,USD,US,0.0,US,M,237000
14163,2024.0,SE,,Manager,USD,,,US,,200200
14164,2024.0,SE,FT,Manager,USD,US,2.0,US,M,120000
14165,2024.0,MI,FT,Data Scientist,USD,US,,US,M,190000
14168,,SE,FT,Data Scientist,USD,,0.0,,M,210800
14170,,,FT,Analyst,USD,US,0.0,US,M,57000
14171,2023.0,SE,FT,Data Analyst,USD,US,0.0,US,M,73100
14172,2024.0,,FT,Data Scientist,USD,US,0.0,US,M,117200
14174,2024.0,EN,FT,Data Analyst,USD,US,,US,M,80000
14176,,SE,FT,Data Scientist,USD,US,0.0,US,,216000
14178,,SE,FT,Applied Scientist,USD,,0.0,,M,117200
14179,,SE,FT,Data Analyst,USD,US,2.0,US,M,75000
14180,,SE,FT,Data Engineer,USD,US,0.0,US,M,130000
14181,2024.0,,FT,Applied Scientist,USD,US,0.0,,M,110000
14182,2024.0,,FT,Data Manager,USD,,2.0,US,M,95000
14184,,MI,,Data Scientist,USD,US,0.0,US,M,138900
14186,2024.0,SE,FT,Solutions Architect,USD,US,0.0,US,L,138200
14187,,,FT,Engineer,GBP,GB,0.0,,,100000
14188,2024.0,EN,FT,Engineer,USD,US,0.0,US,M,110000
14189,2024.0,SE,FT,Data Analyst,USD,US,0.0,US,M,101080
14190,2024.0,,,Software Engineer,USD,US,0.0,US,M,145000
14191,,SE,FT,Applied Scientist,USD,US,2.0,US,,160000
14192,2024.0,MI,FT,Engineer,USD,,0.0,US,M,82100
14196,2024.0,SE,FT,Data Scientist,USD,US,,US,M,234000
14197,2024.0,,FT,Data Scientist,USD,US,0.0,US,M,181900
14198,2024.0,,,Data Analyst,USD,,,US,M,256500
14199,2024.0,MI,FT,Data Scientist,USD,US,,US,M,235000
14200,2024.0,SE,FT,MLOps Engineer,USD,US,0.0,US,M,117800
14201,,SE,FT,Data Scientist,USD,,0.0,US,M,97335
14202,2023.0,MI,FT,Data Analyst,USD,,2.0,,M,110000
14204,,SE,FT,Software Engineer,USD,US,,US,M,234000
14205,2024.0,SE,FT,Research Scientist,USD,US,2.0,US,M,74263
14206,2024.0,MI,,Data Engineer,USD,US,2.0,,M,115000
14208,,,,Data Manager,USD,,0.0,US,,115500
14209,2024.0,SE,FT,Software Engineer,USD,US,0.0,US,M,201400
14211,2024.0,EN,FT,Analyst,GBP,GB,,GB,M,49183
14212,2024.0,SE,,Software Engineer,USD,US,0.0,US,M,305000
14213,2024.0,,FT,Engineer,USD,,0.0,US,M,175000
14215,,SE,FT,Software Engineer,USD,US,0.0,US,M,190000
14217,2024.0,SE,FT,Product Manager,USD,US,,,M,194000
14218,2024.0,EN,FT,Data Analyst,GBP,,,GB,M,35625
14219,2024.0,,FT,Applied Scientist,USD,US,0.0,US,L,260000
14220,2024.0,SE,FT,Data Scientist,USD,,2.0,,M,195000
14221,2024.0,SE,FT,Data Analyst,USD,US,0.0,,M,130000
14223,2024.0,,,Data Analytics Manager,USD,US,0.0,,M,145000
14225,2024.0,MI,FT,Machine Learning Engineer,USD,US,,US,M,250600
14226,2024.0,SE,FT,Software Engineer,USD,,0.0,US,M,195000
14227,2024.0,SE,,Software Engineer,USD,US,,US,M,312200
14228,,SE,FT,AI Architect,USD,,0.0,US,M,155600
14229,2023.0,SE,FT,Data Engineer,USD,US,0.0,US,M,146000
14230,2023.0,SE,FT,Data Scientist,USD,,0.0,US,M,179000
14232,2023.0,EN,FT,Data Scientist,USD,US,0.0,US,M,105000
14233,2024.0,SE,FT,Computer Vision Engineer,USD,US,,US,,185000
14234,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,M,180000
14235,2024.0,SE,,Applied Scientist,USD,US,0.0,US,L,222200
14238,2024.0,SE,FT,Software Engineer,USD,US,,,M,200000
14239,2024.0,SE,FT,Software Engineer,USD,US,0.0,US,M,122400
14240,2023.0,SE,,Machine Learning Engineer,USD,US,,US,M,204500
14241,2024.0,SE,,Data Analytics Lead,USD,US,2.0,US,M,250000
14242,2024.0,MI,FT,Machine Learning Engineer,USD,US,0.0,US,M,210100
14243,2024.0,EN,FT,Data Analyst,USD,US,0.0,US,M,179000
14244,2023.0,EN,FT,Research Scientist,USD,US,0.0,US,M,162240
14245,2023.0,SE,,Data Scientist,USD,US,0.0,US,M,142200
14246,2024.0,EN,FT,Data Analyst,USD,US,2.0,US,M,90000
14247,2024.0,SE,FT,Product Manager,USD,,0.0,,,510720
14248,2024.0,,FT,Data Scientist,USD,CA,0.0,CA,M,106890
14249,2024.0,MI,FT,Data Engineer,GBP,GB,0.0,GB,M,37500
14252,2024.0,,FT,Manager,USD,US,0.0,US,M,142000
14253,2024.0,,FT,Machine Learning Scientist,USD,US,2.0,US,M,196350
14255,2023.0,MI,FT,Data Engineer,USD,,0.0,US,M,170000
14256,2024.0,MI,FT,Software Engineer,USD,US,0.0,US,M,170112
14259,2024.0,SE,FT,Data Engineer,USD,US,,US,M,110000
14260,2024.0,SE,,Machine Learning Modeler,USD,CA,0.0,CA,,133700
14262,2024.0,MI,FT,Data Engineer,USD,US,,US,M,90000
14263,2023.0,MI,FT,Data Analyst,USD,US,0.0,US,,85000
14264,2024.0,MI,FT,Data Engineer,USD,US,0.0,US,M,108000
14265,2024.0,EN,FT,Data Analyst,GBP,GB,0.0,,,30408
14266,2024.0,MI,FT,Data Engineer,USD,US,2.0,US,M,90000
14267,2024.0,SE,FT,Data Engineer,USD,US,,,M,110000
14269,,MI,FT,Data Engineer,USD,,0.0,US,M,166600
14270,2024.0,SE,FT,Manager,USD,US,0.0,US,M,208000
14271,2024.0,,FT,Data Engineer,USD,,0.0,US,,137000
14272,2024.0,,FT,Software Engineer,USD,US,,,M,150000
14273,2024.0,SE,,Data Engineer,USD,US,0.0,US,L,139100
14274,,MI,,Platform Engineer,USD,US,0.0,US,M,107957
14275,2024.0,,FT,Data Analyst,USD,US,,US,M,83300
14276,2024.0,SE,FT,Analyst,USD,US,,US,M,113840
14277,2024.0,SE,FT,Analyst,USD,US,0.0,US,M,110000
14278,2024.0,,FT,Software Engineer,USD,,,US,M,280000
14279,2024.0,SE,FT,Software Engineer,USD,US,0.0,US,M,206661
14280,2024.0,SE,FT,Product Manager,USD,CA,0.0,,,282000
14283,2024.0,SE,FT,Data Engineer,USD,US,,US,M,82400
14284,2024.0,SE,FT,DevOps Engineer,USD,US,0.0,US,M,79000
14285,,SE,FT,Data Engineer,GBP,GB,0.0,GB,M,61875
14286,2024.0,MI,,Machine Learning Engineer,EUR,DE,0.0,,M,166666
14288,,SE,FT,DevOps Engineer,USD,US,0.0,,M,145537
14289,2024.0,MI,FT,Associate,USD,,,US,M,185000
14290,2024.0,,FT,Machine Learning Modeler,USD,US,0.0,US,M,245400
14291,,SE,FT,Data Engineer,USD,,0.0,US,M,136852
14293,2023.0,SE,,Business Intelligence Engineer,USD,US,0.0,,M,156400
14294,2024.0,MI,FT,Data Analyst,USD,,0.0,US,M,77000
14295,2024.0,,FT,Engineer,USD,US,0.0,,,250000
14296,,SE,FT,Data Scientist,USD,,0.0,US,M,220000
14297,,SE,FT,Machine Learning Scientist,USD,,0.0,US,M,145400
14298,2024.0,SE,FT,Data Analyst,USD,US,,US,M,180765
14301,2024.0,EN,FT,Machine Learning Engineer,USD,,0.0,US,M,139650
14302,2024.0,,FT,Software Engineer,USD,US,2.0,US,M,150000
14303,2024.0,,FT,Machine Learning Engineer,USD,US,0.0,US,M,119000
14304,2024.0,SE,FT,Machine Learning Engineer,USD,US,0.0,,,150000
14305,,MI,,Research Scientist,USD,US,,US,M,238600
14306,,SE,FT,Machine Learning Engineer,USD,US,0.0,US,L,148000
14308,2023.0,,FT,Data Engineer,USD,US,0.0,US,M,193600
14309,2024.0,EN,FT,Software Engineer,GBP,GB,0.0,GB,M,53125
14310,2024.0,MI,FT,Data Engineer,USD,US,2.0,US,M,68000
14311,,SE,FT,Research Scientist,USD,US,0.0,US,M,192700
14312,2023.0,SE,FT,Applied Scientist,USD,US,0.0,US,L,136000
14313,2024.0,MI,,Engineer,USD,US,0.0,US,M,172000
14314,2024.0,SE,FT,Software Engineer,USD,US,2.0,US,M,183000
14315,2024.0,SE,FT,Analytics Engineer,USD,US,0.0,,M,135000
14316,,MI,FT,Manager,USD,,0.0,US,M,81000
14317,2024.0,SE,FT,Data Scientist,USD,US,,US,M,160000
14318,,EN,FT,Applied Scientist,USD,US,0.0,US,,118750
14319,2021.0,MI,FT,Data Scientist,USD,US,1.0,US,L,147000
14320,2024.0,SE,FT,Data Scientist,USD,,2.0,US,,110000
14321,2024.0,MI,FT,Data Scientist,USD,US,0.0,US,M,190000
14322,2024.0,EN,FT,Software Development Engineer,USD,US,0.0,US,M,72100
14325,2024.0,SE,FT,DevOps Engineer,USD,US,0.0,US,M,148000
14326,2024.0,,FT,Data Analyst,USD,US,,,M,98000
14327,2024.0,EN,FT,Data Analyst,USD,US,0.0,US,,162630
14328,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,,302900
14329,2024.0,SE,,Data Architect,USD,US,0.0,US,M,110000
14330,2024.0,MI,FT,Data Engineer,USD,US,2.0,,M,95200
14331,2024.0,MI,FT,Data Scientist,USD,US,0.0,,M,90000
14332,2024.0,MI,FT,Data Analyst,USD,US,0.0,US,M,70000
14333,2024.0,,FT,Data Scientist,USD,CA,0.0,,M,59570
14334,2022.0,SE,FT,Data Scientist,USD,US,2.0,US,M,101570
14336,2024.0,,FT,Data Analyst,USD,US,0.0,,M,51962
14337,2024.0,,FT,Data Analyst,USD,US,0.0,US,,190000
14338,2024.0,EX,FT,Head of Data,USD,US,0.0,,M,263500
14339,2024.0,SE,,Analyst,USD,US,0.0,US,,85000
14340,2024.0,EX,FT,Analyst,USD,US,0.0,US,M,250000
14341,,,FT,Data Architect,USD,US,0.0,US,M,276000
14342,,SE,FT,Data Engineer,USD,US,0.0,US,M,96600
14343,2024.0,SE,,Data Scientist,USD,US,0.0,US,,93300
14344,,EN,,Data Analyst,USD,US,0.0,,M,137000
14345,2024.0,SE,FT,Research Scientist,USD,,,,M,382320
14346,,MI,FT,Data Analyst,USD,US,0.0,,M,61250
14347,2024.0,MI,,Associate,USD,AU,0.0,,M,159500
14349,2024.0,MI,FT,Data Scientist,USD,US,0.0,,M,166000
14350,2024.0,EN,FT,Software Engineer,USD,US,,US,M,188100
14351,2024.0,SE,FT,Data Scientist,USD,US,2.0,US,,288000
14352,,SE,FT,Software Engineer,USD,US,2.0,,M,130000
14353,,EN,FT,Business Intelligence Analyst,USD,US,0.0,US,M,65000
14354,2024.0,SE,FT,Data Analyst,USD,,0.0,,M,115000
14356,,,FT,Analyst,USD,,0.0,,M,87943
14358,2024.0,SE,FT,Research Scientist,USD,,0.0,US,,143000
14359,2023.0,SE,FT,Data Scientist,USD,US,,US,M,140000
14360,2024.0,,FT,Data Scientist,USD,US,0.0,US,M,250200
14361,2024.0,MI,,Analytics Engineer,USD,US,0.0,,M,140000
14362,,,FT,Data Engineer,USD,,,US,M,111500
14363,,SE,FT,Data Scientist,USD,US,0.0,US,M,196900
14364,2024.0,SE,,Software Engineer,USD,,0.0,US,M,169624
14365,2024.0,SE,FT,Software Engineer,USD,US,,US,M,184300
14366,2024.0,SE,FT,Engineer,USD,US,0.0,US,,162800
14368,2024.0,,FT,Data Scientist,USD,US,,,M,150000
14372,2024.0,SE,FT,Machine Learning Engineer,USD,US,,US,M,148049
14373,2024.0,MI,FT,Associate,USD,,,US,,107600
14374,2024.0,SE,FT,Machine Learning Engineer,GBP,GB,0.0,,M,115000
14376,2024.0,SE,FT,Data Analyst,USD,,2.0,US,M,140000
14377,2024.0,MI,FT,Data Manager,USD,US,,US,,83054
14378,,MI,FT,Data Specialist,USD,US,,US,M,54000
14379,2024.0,SE,,Software Engineer,USD,US,2.0,US,M,202000
14380,2024.0,MI,,Associate,USD,US,0.0,US,M,216600
14382,,SE,FT,Software Engineer,USD,US,2.0,US,M,200000
14383,2024.0,,,Data Scientist,USD,US,,,M,215000
14384,2024.0,EN,FT,Data Analyst,USD,US,0.0,US,M,77900
14385,2024.0,MI,FT,Associate,USD,,0.0,,,136800
14387,2024.0,SE,FT,Software Engineer,USD,US,0.0,,M,180000
14388,2024.0,SE,FT,Data Scientist,USD,US,,US,M,110000
14389,2024.0,MI,FT,Machine Learning Engineer,USD,,0.0,CA,M,112570
14390,2023.0,SE,FT,Data Scientist,USD,US,0.0,US,M,105200
14392,2024.0,,FT,Engineer,GBP,,,GB,M,100000
14394,2024.0,SE,FT,Machine Learning Engineer,USD,US,,US,M,151968
14395,,MI,,Software Engineer,USD,US,0.0,US,M,170200
14396,2024.0,SE,FT,Solutions Architect,USD,US,0.0,,M,52800
14397,2024.0,SE,FT,Manager,USD,US,0.0,US,,150000
14399,2024.0,MI,FT,AI Scientist,USD,,,US,M,140000
14400,2024.0,MI,FT,Software Engineer,USD,US,,US,M,46400
14401,2024.0,,FT,Data Scientist,USD,US,0.0,US,M,254100
14404,2024.0,,FT,Research Scientist,USD,US,0.0,,M,173000
14407,2024.0,MI,FT,Data Engineer,USD,US,,,M,124800
14408,2024.0,SE,FT,Software Engineer,USD,US,0.0,US,M,115000
14409,2024.0,SE,,Data Scientist,USD,,0.0,US,M,260000
14411,2024.0,SE,FT,Data Analyst,USD,US,0.0,US,M,86940
14412,,MI,FT,BI Developer,USD,US,0.0,US,,62100
14413,2024.0,SE,FT,Software Engineer,USD,US,0.0,,M,319000
14414,2024.0,SE,,Data Scientist,USD,,0.0,US,,250200
14415,,MI,FT,Manager,USD,US,0.0,US,M,115000
14416,2024.0,MI,FT,Machine Learning Engineer,USD,US,0.0,US,M,440000
14417,2024.0,SE,FT,Analytics Lead,USD,US,,US,,205700
14418,,MI,FT,Engineer,USD,US,0.0,US,L,136000
14419,2023.0,SE,FT,Machine Learning Infrastructure Engineer,USD,GB,,GB,M,127300
14420,2024.0,,FT,Engineer,USD,US,,,M,193880
14421,2024.0,MI,FT,Business Intelligence Engineer,USD,US,,US,L,76400
14425,2024.0,MI,FT,Machine Learning Engineer,USD,US,0.0,US,,250000
14426,2023.0,MI,FT,Analytics Engineer,USD,,0.0,US,M,112500
14427,,MI,FT,Data Engineer,USD,US,,US,,165000
14428,2023.0,SE,FT,Data Engineer,USD,US,0.0,US,M,123000
14429,2024.0,SE,FT,Software Engineer,USD,US,0.0,,M,234062
14430,,SE,,Software Engineer,USD,US,,,M,116000
14431,2024.0,MI,FT,Manager,USD,US,0.0,,M,281700
14432,2024.0,,FT,Engineer,USD,US,0.0,,M,195000
14433,2024.0,SE,FT,Data Scientist,USD,US,0.0,US,M,165000
14435,2023.0,MI,,Data Analyst,USD,,2.0,US,,90000
14436,2024.0,MI,,Manager,USD,US,0.0,US,M,97100
14437,2024.0,MI,FT,Software Development Engineer,USD,US,,US,M,264200
14438,2024.0,SE,FT,Backend Engineer,USD,US,0.0,US,M,130000
14439,2024.0,,,Research Engineer,USD,US,0.0,,M,133000
14440,2024.0,SE,FT,Machine Learning Engineer,GBP,GB,,GB,S,137500
14441,2024.0,SE,,Data Architect,USD,,2.0,,M,160100
14443,2023.0,,FT,Data Engineer,USD,US,0.0,US,M,174500
14444,2024.0,MI,FT,Data Analyst,USD,PT,2.0,PT,M,32400
14446,2024.0,MI,FT,Manager,USD,US,0.0,US,,199500
14447,2024.0,EN,,Data Scientist,USD,,0.0,,M,130000
14448,2024.0,SE,FT,Machine Learning Engineer,USD,US,2.0,US,M,194000
14450,2024.0,SE,FT,Data Scientist,USD,US,,,M,157000
14451,,SE,,Data Scientist,USD,US,0.0,US,M,137600
14453,2024.0,,FT,Data Scientist,USD,US,0.0,US,M,187000
14454,,SE,FT,Analytics Engineer,USD,US,0.0,,M,160000
14455,2024.0,,FT,Software Engineer,USD,,0.0,US,,110000
14456,2022.0,MI,FT,Data Scientist,EUR,,,,M,73546
14457,2024.0,SE,FT,Software Engineer,USD,,2.0,US,M,180360
14458,2024.0,MI,,Data Analyst,USD,US,0.0,US,M,83400
14459,2024.0,SE,FT,Manager,USD,US,,US,M,247250
14460,2024.0,EN,FT,Data Analyst,USD,,,US,M,93000
14461,2024.0,MI,FT,Engineering Manager,USD,US,0.0,US,M,385000
14462,2024.0,MI,FT,Machine Learning Engineer,USD,,0.0,US,L,129300
14463,2024.0,MI,FT,Research Scientist,USD,,2.0,US,M,96200
14464,2024.0,,FT,Data Scientist,USD,US,0.0,US,,180000
14465,2024.0,SE,FT,Data Analytics Lead,USD,US,0.0,,M,180000
14466,,SE,,Data Scientist,USD,,0.0,US,M,323400
14467,2024.0,MI,FT,Applied Scientist,USD,US,0.0,,L,222200
14470,2024.0,SE,FT,Data Scientist,USD,US,,US,M,197000
14471,2024.0,,FT,Data Scientist,USD,,0.0,US,,145000
14472,2024.0,SE,,Data Engineer,USD,,0.0,US,,123573
14474,2024.0,MI,FT,Data Engineer,USD,US,0.0,US,M,79310
14476,,EN,FT,Data Scientist,USD,US,0.0,US,M,86800
14477,2024.0,SE,FT,Software Engineer,USD,US,0.0,US,M,178200
14478,2024.0,SE,FT,Platform Engineer,USD,US,0.0,US,M,297000
14479,2024.0,SE,FT,Machine Learning Engineer,USD,,2.0,US,M,214000
14480,2024.0,SE,FT,Data Governance Analyst,USD,US,0.0,US,M,149200
14481,2024.0,SE,FT,Software Engineer,USD,US,,US,M,207000
14482,2024.0,,FT,Product Manager,USD,US,0.0,US,M,234300
14484,,SE,FT,Solutions Engineer,USD,US,2.0,,M,110000
14485,2024.0,EX,FT,Business Intelligence,USD,US,0.0,US,,130000
14486,2023.0,EX,FT,Data Engineer,USD,US,0.0,US,M,180500
14487,2024.0,SE,,Principal Application Delivery Consultant,USD,US,0.0,US,,242000
14488,2024.0,SE,FT,Data Engineer,USD,US,0.0,US,,141500
14489,2022.0,MI,FT,Machine Learning Engineer,USD,US,0.0,,M,130000
14490,2024.0,SE,FT,Machine Learning Scientist,USD,US,0.0,,M,175000
14492,2024.0,SE,FT,AI Engineer,USD,,0.0,US,M,171000
14493,2024.0,SE,FT,Data Scientist,USD,US,,US,M,210900
14494,2024.0,MI,FT,Data Engineer,USD,US,0.0,,M,165000
14497,2024.0,SE,FT,Software Engineer,USD,US,,,M,246000
14499,2024.0,SE,FT,Machine Learning Engineer,USD,US,0.0,,M,204600
14500,2024.0,SE,FT,Machine Learning Engineer,USD,US,,US,M,184300
14501,2024.0,SE,FT,Software Engineer,USD,,0.0,US,M,200000
14502,2024.0,SE,,Data Scientist,EUR,LT,0.0,,M,66666
14503,,MI,FT,Analytics Engineer,USD,US,2.0,US,M,90000
14505,2024.0,,FT,Analyst,USD,US,0.0,US,M,97875
14509,2024.0,,FT,Applied Scientist,USD,US,,,,136000
14511,,SE,,Data Scientist,USD,US,0.0,US,M,180000
14512,2024.0,,FT,Data Scientist,USD,US,0.0,US,M,179000
14513,,SE,FT,Research Scientist,USD,US,0.0,US,M,167200
14514,2024.0,,FT,Data Operations Engineer,USD,US,2.0,US,M,130591
14515,,,FT,Manager,USD,US,0.0,US,M,178000
14517,2024.0,SE,FT,Data Engineer,USD,US,2.0,US,,122000
14518,,MI,FT,Data Analyst,USD,,0.0,US,M,95000
14520,,SE,,Data Analyst,USD,,2.0,US,M,95000
14521,2024.0,SE,FT,Data Architect,USD,US,0.0,US,M,114080
14522,2024.0,,FT,Machine Learning Engineer,USD,US,0.0,US,,410000
14523,2023.0,SE,FT,Data Engineer,USD,US,2.0,US,,130000
14524,2024.0,MI,,Software Engineer,USD,US,0.0,US,M,250000
14525,2023.0,SE,FT,Data Analyst,USD,US,2.0,,,120350
14526,,SE,FT,Data Scientist,USD,,,US,M,230000
14527,2024.0,SE,FT,Research Scientist,USD,US,,US,M,117000
14528,,MI,FT,Data Analyst,GBP,GB,0.0,,M,41280
14530,2024.0,MI,FT,Software Engineer,USD,US,2.0,,M,120000
14531,2024.0,SE,FT,Software Engineer,USD,US,0.0,US,M,240240
14532,,SE,FT,Data Engineer,USD,US,,,M,180000
14533,2024.0,SE,FT,Software Engineer,USD,US,0.0,,,148000
14534,2023.0,SE,,Machine Learning Engineer,USD,US,,US,,170000
14535,2024.0,SE,FT,Data Scientist,USD,US,0.0,US,M,169700
14536,,MI,FT,Developer,USD,US,,US,M,130000
14537,,EN,FT,Data Scientist,USD,US,0.0,US,M,74000
14539,2023.0,MI,FT,Data Manager,USD,US,,,M,135000
14540,2024.0,SE,FT,Data Scientist,USD,,0.0,US,,196700
14541,2023.0,SE,FT,Machine Learning Engineer,USD,US,0.0,US,M,317070
14544,2024.0,MI,,Engineer,USD,US,,US,M,125000
14545,,EN,FT,Data Scientist,USD,US,,US,M,98300
14546,2024.0,SE,FT,Machine Learning Engineer,USD,US,0.0,US,M,194000
14547,2023.0,,FT,Business Intelligence Specialist,USD,US,0.0,US,M,139200
14548,2022.0,EN,FT,Machine Learning Engineer,USD,US,0.0,,M,189750
14549,2024.0,MI,FT,Associate,USD,US,,US,,96000
14550,,MI,,Machine Learning Engineer,USD,US,0.0,,M,170000
